func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
MASCULINO;32;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1140,09;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;1020,8;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1670,78;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1727,82;SIM
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1592,3;SIM
FEMININO;45;SEM INFO;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;6027,86;SIM
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1190,52;NAO
MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 20 A 49;Construçao civil;44;1493,85;NAO
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;36;2164,63;NAO
MASCULINO;39;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1531,76;SIM
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1747,79;SIM
MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 10 A 19;Agricultura;44;1014,0;NAO
MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1545,61;SIM
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;3045,38;SIM
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1470,61;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1231,67;NAO
FEMININO;32;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;1593,0;NAO
MASCULINO;26;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1549,91;NAO
MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 5 A 9;Indústria;44;1466,7;SIM
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;36;975,0;NAO
FEMININO;25;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;CE;NAO;DE 500 A 999;Indústria;44;4817,79;SIM
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;3031,62;NAO
FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Comércio;42;2010,9;SIM
FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;998,39;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1554,93;NAO
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1152,55;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1582,72;SIM
FEMININO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;12;998,0;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;1480,68;NAO
MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Serviços;44;1466,37;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;3871,44;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Construçao civil;44;4908,11;NAO
MASCULINO;62;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Comércio;40;45170,71;SIM
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;25;779,7;NAO
FEMININO;44;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1063,18;NAO
MASCULINO;27;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1542,01;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1621,81;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;921,83;NAO
FEMININO;55;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Serviços;44;1508,57;NAO
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;958,08;NAO
MASCULINO;75;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 500 A 999;Serviços;20;9463,8;SIM
MASCULINO;25;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PB;NAO;DE 10 A 19;Serviços;36;4200,59;SIM
MASCULINO;40;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;1720,09;NAO
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 100 A 249;Comércio;44;1050,0;NAO
FEMININO;40;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1290,93;NAO
MASCULINO;31;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;40;17758,13;NAO
FEMININO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1466,72;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1177,05;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;916,11;NAO
MASCULINO;42;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;42;2074,3;NAO
FEMININO;23;SEM INFO;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1029,99;NAO
FEMININO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1775,51;SIM
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;24;906,3;NAO
FEMININO;36;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 10 A 19;Serviços;40;1386,53;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 5 A 9;Comércio;44;1004,51;NAO
MASCULINO;27;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2967,58;SIM
MASCULINO;41;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 250 A 499;Construçao civil;44;2752,61;SIM
MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Indústria;44;1050,0;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1584,65;NAO
MASCULINO;53;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;906,31;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1664,35;SIM
FEMININO;28;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;1000 OU MAIS;Serviços;36;1574,59;SIM
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;SIM;DE 100 A 249;Serviços;44;3361,64;SIM
FEMININO;41;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;4504,25;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1266,01;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1907,68;SIM
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1528,27;SIM
MASCULINO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;40;3286,18;SIM
FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1777,84;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2166,77;NAO
MASCULINO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;0;2494,05;SIM
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;1037,0;NAO
FEMININO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1523,9;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1107,85;NAO
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1034,0;NAO
FEMININO;36;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 100 A 249;Indústria;44;1061,01;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 50 A 99;Agricultura;44;2191,31;NAO
MASCULINO;25;SEM INFO;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1152,75;NAO
MASCULINO;24;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Serviços;44;1376,45;SIM
MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1016,47;NAO
FEMININO;39;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1139,6;NAO
FEMININO;59;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;36;1742,09;SIM
MASCULINO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;963,58;NAO
MASCULINO;29;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1479,61;NAO
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1017,07;NAO
MASCULINO;38;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Construçao civil;44;1024,14;NAO
MASCULINO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1500,0;NAO
MASCULINO;50;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1209,51;NAO
MASCULINO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1130,11;NAO
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1044,1;NAO
MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 50 A 99;Agricultura;22;527,95;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1011,29;NAO
FEMININO;41;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;44;1814,39;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Comércio;44;1039,58;NAO
MASCULINO;30;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;ATE 4;Indústria;0;1455,94;SIM
MASCULINO;26;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;22;632,95;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1561,84;SIM
FEMININO;29;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Serviços;44;1395,8;NAO
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1983,05;SIM
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;12;4897,87;SIM
MASCULINO;48;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Comércio;44;1350,72;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;2000,0;NAO
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Construçao civil;44;2390,35;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 5 A 9;Comércio;36;1191,58;NAO
MASCULINO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Agricultura;10;1023,38;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1666,99;SIM
FEMININO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1511,37;SIM
FEMININO;19;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1518,69;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;2454,5;NAO
MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;924,24;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1060,29;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Comércio;44;2734,67;SIM
FEMININO;21;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;927,8;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 100 A 249;Indústria;44;1243,5;NAO
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1726,85;SIM
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;997,99;NAO
FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1119,3;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;44;1682,16;SIM
FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;998,01;NAO
MASCULINO;50;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1564,73;NAO
FEMININO;23;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1189,27;NAO
MASCULINO;33;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1191,33;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1388,44;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1015,82;NAO
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;5149,09;SIM
MASCULINO;19;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;1000 OU MAIS;Agricultura;44;1195,22;NAO
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1667,46;SIM
FEMININO;21;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1197,6;NAO
MASCULINO;36;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;ATE 4;Serviços;44;1538,76;SIM
MASCULINO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1139,81;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Indústria;40;882,0;NAO
FEMININO;49;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;2575,73;SIM
FEMININO;25;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;998,01;NAO
FEMININO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;5339,84;SIM
MASCULINO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;ATE 4;Indústria;44;1050,0;NAO
MASCULINO;39;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;ATE 4;Indústria;44;1005,0;NAO
FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1331,28;NAO
MASCULINO;66;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1452,0;SIM
MASCULINO;53;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 500 A 999;Agricultura;44;478,06;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1034,96;NAO
MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1393,66;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;1150,0;NAO
MASCULINO;20;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;32;1041,78;NAO
MASCULINO;36;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;2703,9;NAO
MASCULINO;42;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Indústria;44;998,05;NAO
MASCULINO;44;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1185,85;NAO
FEMININO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1600,05;NAO
MASCULINO;35;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1496,04;NAO
MASCULINO;39;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;10255,8;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;995,76;NAO
MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;30;2838,9;NAO
FEMININO;23;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;998,0;NAO
FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1562,73;SIM
MASCULINO;39;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 100 A 249;Agricultura;44;905,13;NAO
FEMININO;57;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;2342,21;SIM
MASCULINO;48;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;38;1678,54;SIM
MASCULINO;20;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1851,17;NAO
MASCULINO;31;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;22;674,1;NAO
FEMININO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;36;10640,64;NAO
FEMININO;25;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;36;2727,82;SIM
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;36;2060,0;NAO
MASCULINO;26;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;44;1511,99;NAO
MASCULINO;58;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1425,99;NAO
MASCULINO;27;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1410,06;NAO
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;998,0;NAO
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 500 A 999;Serviços;44;2673,95;SIM
FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1173,01;NAO
MASCULINO;21;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 50 A 99;Serviços;20;1717,94;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1159,03;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;44;1055,98;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1569,64;NAO
MASCULINO;38;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 100 A 249;Agricultura;44;622,57;NAO
FEMININO;55;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;3408,39;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;6223,99;SIM
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;44;1470,24;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1049,33;NAO
MASCULINO;66;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;1504,76;SIM
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Indústria;44;1027,46;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;22;522,54;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1285,63;NAO
MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1150,0;NAO
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 250 A 499;Comércio;44;1757,89;SIM
FEMININO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2055,37;SIM
FEMININO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1996,0;NAO
MASCULINO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;708,75;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;40;1370,37;NAO
MASCULINO;43;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1444,44;NAO
MASCULINO;41;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1300,01;NAO
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Indústria;44;1015,0;NAO
FEMININO;45;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Comércio;28;604,73;NAO
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2521,41;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;998,0;NAO
FEMININO;54;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2836,13;NAO
MASCULINO;37;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;44;3090,34;SIM
FEMININO;19;SEM INFO;SUPERIOR_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;30;633,59;NAO
MASCULINO;37;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;3285,21;SIM
MASCULINO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 20 A 49;Construçao civil;44;2064,02;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1230,18;SIM
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Indústria;44;1400,1;NAO
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;44;1024,99;NAO
MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;38;1491,61;SIM
MASCULINO;21;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;ATE 4;Serviços;44;984,69;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1078,49;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1197,6;NAO
MASCULINO;44;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;ATE 4;Agricultura;44;954,0;NAO
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;36;1332,76;NAO
FEMININO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;DE 10 A 19;Comércio;44;3330,11;NAO
MASCULINO;29;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;3482,36;SIM
FEMININO;35;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Indústria;44;838,85;NAO
MASCULINO;54;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1523,65;SIM
FEMININO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1144,27;NAO
FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2113,02;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1753,74;SIM
FEMININO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;24;713,0;NAO
