;func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano;Label;Score
6441;MASCULINO;26;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;ATE 4;Agricultura;44;1460,82;SIM;NAO;0,521
6442;FEMININO;44;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Indústria;44;4567,61;SIM;SIM;0,6204
6443;FEMININO;34;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;1000 OU MAIS;Indústria;44;1773,66;SIM;SIM;0,7642
6444;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 500 A 999;Indústria;44;2139,82;SIM;SIM;0,6405
6445;MASCULINO;44;SEM INFO;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2709,15;NAO;SIM;0,5424
6446;FEMININO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;SE;NAO;DE 20 A 49;Serviços;44;1034,96;NAO;NAO;0,8947
6447;MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1172,62;NAO;NAO;0,8998
6448;FEMININO;32;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;3405,97;SIM;SIM;0,6556
6449;FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;2815,72;SIM;SIM;0,7479
6450;FEMININO;54;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1161,32;NAO;NAO;0,8948
6451;FEMININO;22;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;24;693,24;NAO;NAO;0,8853
6452;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1035,79;NAO;NAO;0,8983
6453;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;36;1410,75;NAO;NAO;0,6623
6454;MASCULINO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;ATE 4;Agricultura;44;893,31;NAO;NAO;0,8973
6455;MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 10 A 19;Serviços;40;1695,18;SIM;SIM;0,6791
6456;MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;14;2863,5;SIM;SIM;0,6661
6457;MASCULINO;49;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Indústria;44;1042,84;NAO;NAO;0,8988
6458;FEMININO;30;SEM INFO;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;30;572,25;NAO;NAO;0,9044
6459;FEMININO;40;PRETA-PARDA;SUPERIOR_INCOMPLETO;SE;NAO;ATE 4;Serviços;44;1074,26;NAO;NAO;0,8959
6460;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1212,51;NAO;NAO;0,8942
6461;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1506,22;SIM;SIM;0,7869
6462;MASCULINO;59;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1006,66;NAO;NAO;0,8818
6463;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 500 A 999;Construçao civil;44;1448,61;NAO;NAO;0,7324
6464;FEMININO;19;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;ATE 4;Comércio;44;998,0;NAO;NAO;0,8941
6465;MASCULINO;25;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Agricultura;44;1704,24;NAO;SIM;0,6228
6466;FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1547,06;SIM;SIM;0,7734
6467;MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;1000 OU MAIS;Serviços;36;1085,25;NAO;NAO;0,8382
6468;FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2806,4;SIM;SIM;0,6108
6469;MASCULINO;44;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1811,98;SIM;SIM;0,6155
6470;MASCULINO;45;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 50 A 99;Serviços;44;1112,18;NAO;NAO;0,8987
6471;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;1960,91;SIM;SIM;0,7061
6472;FEMININO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 20 A 49;Serviços;44;1032,69;NAO;NAO;0,8944
6473;FEMININO;34;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2278,15;SIM;SIM;0,6663
6474;MASCULINO;35;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1741,1;NAO;SIM;0,5701
6475;MASCULINO;21;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Comércio;44;2015,13;SIM;SIM;0,6354
6476;MASCULINO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1524,27;NAO;NAO;0,7116
6477;FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;36;1077,1;NAO;NAO;0,8599
6478;FEMININO;39;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;2524,33;SIM;SIM;0,6722
6479;FEMININO;27;SEM INFO;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 500 A 999;Serviços;44;1546,8;SIM;SIM;0,7292
6480;FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1074,7;NAO;NAO;0,8933
6481;MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1069,6;NAO;NAO;0,8928
6482;MASCULINO;41;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;1790,11;NAO;SIM;0,5177
6483;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1302,2;NAO;NAO;0,8612
6484;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;909,94;NAO;NAO;0,8763
6485;FEMININO;61;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Comércio;44;1504,93;SIM;SIM;0,7763
6486;FEMININO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;3800,32;NAO;SIM;0,6136
6487;FEMININO;54;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1429,57;SIM;SIM;0,5354
6488;FEMININO;37;SEM INFO;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1222,5;NAO;NAO;0,8902
6489;FEMININO;37;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1684,89;NAO;SIM;0,573
6490;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1149,01;NAO;NAO;0,8947
6491;FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1756,9;SIM;SIM;0,7179
6492;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Serviços;44;1885,74;SIM;SIM;0,6578
6493;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;1968,22;SIM;SIM;0,7458
6494;MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Comércio;44;1424,35;SIM;NAO;0,582
6495;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1583,23;SIM;SIM;0,684
6496;FEMININO;26;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1004,84;NAO;NAO;0,8933
6497;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 100 A 249;Comércio;44;1010,79;NAO;NAO;0,8952
6498;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1067,66;NAO;NAO;0,8989
6499;MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1397,0;NAO;NAO;0,8349
6500;MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;22;1740,51;SIM;SIM;0,705
6501;FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;8;995,4;NAO;NAO;0,7353
6502;FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1036,2;NAO;NAO;0,8976
6503;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;1599,98;NAO;SIM;0,5897
6504;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;997,99;NAO;NAO;0,899
6505;FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 500 A 999;Comércio;44;1297,84;NAO;NAO;0,8768
6506;MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Indústria;44;1398,96;NAO;NAO;0,7824
6507;MASCULINO;52;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 100 A 249;Indústria;44;1109,73;NAO;NAO;0,8962
6508;FEMININO;18;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;22;1001,03;SIM;NAO;0,7214
6509;FEMININO;37;SEM INFO;SUPERIOR_INCOMPLETO;CE;NAO;DE 100 A 249;Serviços;36;1055,93;NAO;NAO;0,8801
6510;MASCULINO;41;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1215,99;NAO;NAO;0,9004
6511;FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;ATE 4;Comércio;44;991,56;NAO;NAO;0,8942
6512;MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Comércio;44;1056,5;NAO;NAO;0,8975
6513;FEMININO;33;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1720,82;SIM;SIM;0,6489
6514;FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1311,61;NAO;NAO;0,8485
6515;MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1723,24;SIM;SIM;0,6643
6516;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1855,05;NAO;SIM;0,5579
6517;MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Agricultura;44;1491,4;NAO;SIM;0,5206
6518;MASCULINO;63;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Comércio;44;1980,36;SIM;SIM;0,7516
6519;FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 50 A 99;Serviços;40;1750,41;SIM;SIM;0,7324
6520;MASCULINO;34;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Indústria;44;2087,02;SIM;SIM;0,6182
6521;MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Construçao civil;40;1918,66;SIM;NAO;0,671
6522;MASCULINO;32;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;DE 250 A 499;Indústria;44;1228,63;NAO;NAO;0,887
6523;MASCULINO;40;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1049,35;NAO;NAO;0,8992
6524;MASCULINO;39;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;ATE 4;Agricultura;44;965,8;NAO;NAO;0,8989
6525;FEMININO;53;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;17;401,89;NAO;NAO;0,8868
6526;FEMININO;46;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;1000 OU MAIS;Serviços;42;1732,7;SIM;SIM;0,7728
6527;FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;2794,25;SIM;SIM;0,735
6528;MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1086,75;NAO;NAO;0,8969
6529;MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Serviços;44;1113,33;NAO;NAO;0,8977
6530;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;3426,93;SIM;SIM;0,6877
6531;FEMININO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;792,23;NAO;NAO;0,8958
6532;MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;0;745,12;NAO;NAO;0,8914
6533;FEMININO;55;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Serviços;44;1479,77;SIM;SIM;0,6516
6534;MASCULINO;22;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Comércio;40;4255,85;NAO;SIM;0,5452
6535;MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;SIM;1000 OU MAIS;Serviços;44;1013,82;NAO;NAO;0,8947
6536;MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1758,13;NAO;SIM;0,606
6537;FEMININO;32;AMARELA-BRANCA;MEDIO COMPLETO;PI;NAO;DE 100 A 249;Comércio;44;1205,61;NAO;NAO;0,8941
6538;MASCULINO;30;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;761,7;NAO;NAO;0,9183
6539;MASCULINO;31;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1845,79;SIM;SIM;0,5936
6540;FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1481,41;NAO;SIM;0,5906
6541;FEMININO;25;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Comércio;44;2116,06;NAO;SIM;0,5698
6542;MASCULINO;44;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Comércio;44;1148,7;NAO;NAO;0,8995
6543;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;816,54;NAO;NAO;0,8677
6544;MASCULINO;40;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;2630,82;NAO;SIM;0,6421
6545;MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1158,82;NAO;NAO;0,898
6546;MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 250 A 499;Agricultura;44;2072,38;NAO;SIM;0,507
6547;MASCULINO;41;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 50 A 99;Serviços;36;3943,71;SIM;SIM;0,636
6548;FEMININO;29;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;40;1964,78;SIM;SIM;0,7029
6549;FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1643,53;SIM;SIM;0,7851
6550;FEMININO;47;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1078,27;NAO;NAO;0,898
6551;MASCULINO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1182,74;NAO;NAO;0,8975
6552;MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1583,33;NAO;SIM;0,5763
6553;MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;971,02;NAO;NAO;0,8986
6554;MASCULINO;34;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Indústria;44;1642,87;SIM;SIM;0,6021
6555;FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;1478,63;NAO;SIM;0,767
6556;FEMININO;54;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;SIM;DE 100 A 249;Serviços;44;1041,77;NAO;NAO;0,8923
6557;FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1403,45;NAO;NAO;0,8102
6558;MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;8482,99;NAO;SIM;0,6043
6559;MASCULINO;22;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2037,17;NAO;SIM;0,5398
6560;FEMININO;21;SEM INFO;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1144,33;NAO;NAO;0,8857
6561;FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;1597,54;SIM;SIM;0,6926
6562;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;22;542,66;NAO;NAO;0,8773
6563;MASCULINO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Comércio;44;4666,54;SIM;SIM;0,6487
6564;FEMININO;60;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1577,08;SIM;SIM;0,7498
6565;MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Indústria;44;3699,38;NAO;SIM;0,6428
6566;MASCULINO;28;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1017,84;NAO;NAO;0,8972
6567;MASCULINO;21;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Construçao civil;44;1417,0;NAO;NAO;0,7325
6568;MASCULINO;37;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 250 A 499;Serviços;16;1941,5;NAO;SIM;0,6597
6569;MASCULINO;40;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Agricultura;44;1005,0;NAO;NAO;0,8987
6570;MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 20 A 49;Agricultura;44;2178,78;SIM;SIM;0,6082
6571;FEMININO;38;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;36;1520,8;NAO;SIM;0,725
6572;MASCULINO;45;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;2600,77;NAO;NAO;0,5168
6573;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;983,26;NAO;NAO;0,8972
6574;FEMININO;29;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;933,66;NAO;NAO;0,8953
6575;FEMININO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Serviços;44;947,61;NAO;NAO;0,8938
6576;FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1808,94;SIM;SIM;0,7204
6577;MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;40;5623,13;SIM;SIM;0,6721
6578;MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 20 A 49;Construçao civil;44;1391,73;SIM;NAO;0,8406
6579;FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1709,07;SIM;SIM;0,6722
6580;MASCULINO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;ATE 4;Agricultura;44;531,36;NAO;NAO;0,9171
6581;MASCULINO;62;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 50 A 99;Construçao civil;44;1568,37;NAO;NAO;0,5022
6582;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;897,54;NAO;NAO;0,8763
6583;FEMININO;23;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Serviços;44;1060,63;NAO;NAO;0,8934
6584;FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;36;2793,55;NAO;SIM;0,6421
6585;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;1026,43;NAO;NAO;0,8962
6586;FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;35;1697,68;SIM;SIM;0,7392
6587;FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;44;3771,27;SIM;SIM;0,6006
6588;MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;1000 OU MAIS;Serviços;36;2210,87;SIM;SIM;0,7541
6589;MASCULINO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;1083,95;NAO;NAO;0,8989
6590;FEMININO;38;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 5 A 9;Serviços;44;1002,06;NAO;NAO;0,8953
6591;MASCULINO;24;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 20 A 49;Construçao civil;44;699,05;NAO;NAO;0,9221
6592;MASCULINO;35;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Administraçao pública;40;3936,6;SIM;SIM;0,6218
6593;MASCULINO;31;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 20 A 49;Indústria;44;1374,98;NAO;NAO;0,8222
6594;MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1852,4;SIM;SIM;0,5407
6595;FEMININO;22;SEM INFO;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;999,98;NAO;NAO;0,8945
6596;MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;ATE 4;Comércio;44;1192,25;NAO;NAO;0,8991
6597;MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;AL;NAO;DE 50 A 99;Serviços;1;692,51;NAO;NAO;0,893
6598;FEMININO;26;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Indústria;44;2020,43;SIM;SIM;0,669
6599;FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1111,14;NAO;NAO;0,8932
6600;MASCULINO;28;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1470,33;NAO;SIM;0,5664
6601;MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;2600,0;NAO;SIM;0,6644
6602;MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;874,81;NAO;NAO;0,8998
6603;FEMININO;42;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1200,0;NAO;NAO;0,898
6604;FEMININO;31;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;4867,46;SIM;SIM;0,6842
6605;FEMININO;45;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;2637,8;SIM;SIM;0,5451
6606;FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;30;2407,24;SIM;SIM;0,6173
6607;FEMININO;27;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Comércio;44;1652,54;SIM;SIM;0,7062
6608;FEMININO;37;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;4490,53;SIM;SIM;0,6079
6609;FEMININO;33;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;DE 50 A 99;Serviços;44;1854,4;SIM;SIM;0,712
6610;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;990,75;NAO;NAO;0,898
6611;MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;2895,03;SIM;SIM;0,5922
6612;MASCULINO;43;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;1000 OU MAIS;Agricultura;44;1781,52;NAO;SIM;0,5984
6613;FEMININO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1107,6;NAO;NAO;0,8978
6614;FEMININO;24;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1430,05;SIM;SIM;0,5055
6615;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1657,41;SIM;SIM;0,6478
6616;MASCULINO;22;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Indústria;44;998,0;NAO;NAO;0,8968
6617;MASCULINO;36;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;3200,0;NAO;SIM;0,5652
6618;MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 10 A 19;Serviços;44;3546,0;NAO;SIM;0,5746
6619;FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;2637,32;SIM;SIM;0,7643
6620;MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Construçao civil;44;1831,39;NAO;NAO;0,7002
